Rank	Player	Pos	Us_Pos	ECR_Pos	ESPN_Pos	Tier	Team	Bye	Age	Exp	Ht	Wt	40yd	OurValue$	vsECR	ProjPts	2025Pts	2025Gms	ECR	ECR_Best	ECR_Worst	ESPN_Rank	ESPN_ADP	Rostered%	SleeperBuzz	Depth	Latest News	NewsURL
297	Alec Ingold	RB	RB79	RB79	RB101	RB-T11	LAC	7	30.1	8	6'1"	232	4.89	1	-26	31.3	6.1	9	270.5	263	278	1164	170.0	1				
298	Cole Kmet	TE	TE46	TE46	TE43	TE-T9	CHI	10	27.5	7	6'6"	257	4.7	1	23	31.1	46.7	16	320.61	259	381	466	169.8	4				
299	Kendrick Bourne	WR	WR115	WR115	WR110	WR-T12	ARI	14	31.1	10	6'1"	203	4.68	1	-6	30.8	55.1	14	292.65	224	365	984	170.0	2				
300	Skyler Bell	WR	WR116	WR116	WR121	WR-T12	BUF	7	24.2	R	5'11"	192	4.4	1	-7	30.4			292.79	222	386	1048	169.9	7				
301	Roman Wilson	WR	WR117	WR117	WR127	WR-T12	PIT	9	25.2	3	5'10"	186	4.39	1	-2	30.0	26.6	9	298.87	219	382	1073	170.0	1				
302	Chris Brooks	RB	RB80	RB80	RB65	RB-T11	GB	11	26.6	4	6'1"	219		1	-31	29.9	19.7	17	271.15	175	358	321	170.3	2				
303	Eli Raridon	TE	TE47	TE47	TE50	TE-T9	NE	11	22.6	R	6'6"	245		1	20	29.9			323.22	209	411	473	170.0	4				
304	Tyler Higbee	TE	TE48	TE48	TE47	TE-T9	LAR	11	33.7	11	6'6"	253	4.77	1	20	29.5	46.1	10	323.73	268	379	470	169.9	2				
305	Devin Neal	RB	RB81	RB81	RB116	RB-T11	NO	8	24.5	R	6'0"	214	4.58	1	-33	29.0	43.0	9	271.65	201	364	1418	170.0	4				
306	Chris Brazzell II	WR	WR118	WR118	WR157	WR-T12	CAR	5	50.3	2	6'2"	193	4.37	1	-7	28.8			299.46	237	376	1435	170.0	8				
307	Max Klare	TE	TE49	TE49	TE48	TE-T9	LAR	11	23.2	R	6'5"	243		1	20	28.5			326.75	274	380	471	170.0	8				
308	DJ Giddens	RB	RB82	RB82	RB88	RB-T11	IND	13	23.0	2	6'1"	212	4.43	1	-36	28.3	9.6	5	272.34	222	327	403	170.1	1				
309	Isaiah Williams	WR	WR119	WR119	WR124	WR-T12	NYJ	13	25.6	3	5'10"	185	4.63	1	-7	28.0	22.7	15	301.6	264	346	1057	170.0	1				
310	Noah Gray	TE	TE50	TE50	TE45	TE-T9	KC	5	27.3	6	6'3"	240	4.55	1	17	27.6	17.8	14	327.17	290	367	468	169.9	1				
311	Malik Davis	RB	RB83	RB83	RB67	RB-T11	DAL	14	27.8	3	5'11"	200		1	-37	27.5	38.6	10	273.91	177	358	325	170.3	3	ADD			
312	Joshua Palmer	WR	WR120	WR120	WR109	WR-T12	BUF	7						1	-10	27.5			302.48	239	376	983	170.0	1				
313	Quinn Ewers	QB	QB48	QB48	QB50	QB-T9	MIA	6	23.5	2	6'2"	209		1	40	27.3	32.2	4	353.0	345	366	1228	170.0	1				
314	KaVontae Turpin	WR	WR121	WR121	WR98	WR-T12	DAL	14	30.1	5	5'7"	158		1	-6	27.1	58.5	15	308.07	223	376	391	169.8	3				
315	Seth McGowan	RB	RB84	RB84	RB76	RB-T11	IND	13	24.9	R	6'1"	223	4.49	1	-41	26.9			274.37	175	343	351	170.3	2	ADD			
316	Ja'Tavion Sanders	TE	TE51	TE51	TE44	TE-T9	CAR	5	23.4	3	6'4"	243	4.69	1	14	26.8	25.0	12	329.75	256	399	467	169.9	1				
317	Konata Mumpfield	WR	WR122	WR122	WR137	WR-T12	LAR	11	23.9	2	6'1"	188	4.59	1	-8	26.7	15.2	10	309.32	258	377	1136	170.0	1				
318	Joe Milton III	QB	QB49	QB49		QB-T9	DAL	14	26.5	3	6'5"	236		1	37	26.1	10.3	4	355.25	322	398			1				
319	Trey Benson	RB	RB85	RB85	RB98	RB-T11	ARI	14	24.1	3	6'0"	225	4.39	1	-43	26.0	22.4	4	276.23	160	349	457	170.0	4				
320	Tez Johnson	WR	WR123	WR123	WR134	WR-T12	TB	10	24.3	2	5'10"	165	4.51	1	-7	26.0	64.4	15	312.79	223	386	1120	170.0	1				
321	Dawson Knox	TE	TE52	TE52	TE37	TE-T9	BUF	7	29.8	8	6'4"	254		1	9	25.9	65.7	16	329.97	268	414	443	169.8	4				
322	Olamide Zaccheaus	WR	WR124	WR124	WR122	WR-T12	ATL	11	29.1	8	5'8"	194		1	-8	25.3	45.8	14	313.72	258	371	1051	170.0	1				
323	Josh Williams	RB	RB86	RB86		RB-T11	TB	10	26.2	2	5'8"	210	4.9	1	-45	25.1	1.1	2	278.0	243	313			0				
324	Malik Benson	WR	WR125	WR125	WR105	WR-T12	LV	13	23.9	R	6'0"	189	4.37	1	-9	24.7			314.92	239	397	979	170.0	1				
325	Jonnu Smith	TE	TE53	TE53	TE54	TE-T9	GB	11	31.0	10	6'3"	248	4.62	1	11	24.5	47.2	17	336.25	275	387	1017	170.0	2			Why Jonnu Smith could be a key addition for Packers (rss:yardbarker)	https://www.yardbarker.com/nfl/articles/why_jonnu_smith_could_be_a_key_addition_for_packers/s1_13132_44252463
326	Tai Felton	WR	WR126	WR127	WR144	WR-T12	MIN	6	23.5	2	6'1"	186	4.37	1	-10	24.3	2.5	12	316.0	277	350	1235	170.0	1				
327	Kendre Miller	RB	RB87	RB87	RB83	RB-T11	NO	8	24.2	4	6'0"	220		1	-44	24.1	28.3	7	282.95	162	365	396	170.2	4				
328	Barion Brown	WR	WR127	WR126	WR136	WR-T12	NO	8	22.7	R	5'11"	177	4.4	1	-12	23.9			316.0	241	396	1126	170.0	2	ADD			
329	Gardner Minshew II	QB	QB50	QB50	QB52	QB-T9	ARI	14	30.3	8	6'1"	225	4.97	1	28	23.8	-0.3	4	357.5	335	380	1277	170.0	1				
330	Justin Joly	TE	TE54	TE54	TE75	TE-T9	DEN	10	22.1	R	6'3"	263		1	9	23.7			338.77	261	378	1447	170.0	5	DROP			
331	Brashard Smith	RB	RB88	RB88	RB66	RB-T11	KC	5	23.4	2	5'10"	196	4.39	1	-48	22.9	38.3	17	283.11	222	366	324	170.2	2				
332	Jalen Royals	WR	WR128	WR128	WR140	WR-T12	KC	5	23.5	2	6'0"	195	4.42	1	-16	22.9	0.4	2	316.32	265	376	1144	170.0	1				
333	John Bates	TE	TE55	TE55	TE61	TE-T9	WAS	7	28.8	6	6'6"	256	4.84	1	9	22.9	16.3	10	341.67	274	395	1046	170.0	1				
334	Moliki Matavao	TE	TE56	TE56	TE74	TE-T9	NO	8	23.5	2	6'6"	263	4.81	1	9	22.6	1.0	1	343.0	291	395	1417	170.0	1				
335	Tyler Lockett	WR	WR129	WR129	WR163	WR-T12	LV	13	33.9	11	5'10"	182	4.4	1	-18	22.5	35.1	17	316.5	305	328	1758	170.0	1				
336	Adam Randall	RB	RB89	RB89	RB94	RB-T11	BAL	13	22.1	R	6'3"	232	4.5	1	-49	22.4			287.12	201	337	436	170.2	3				
337	Brenen Thompson	WR	WR130	WR130	WR129	WR-T12	LAC	7	23.1	R	5'9"	170	4.26	1	-20	22.0			316.72	258	396	1080	170.0	3				
338	Tyrod Taylor	QB	QB51	QB51	QB47	QB-T9	GB	11	37.1	16	6'1"	217	4.47	1	22	21.8	61.5	6	360.33	328	383	1224	170.0	1				
339	Marlin Klein	TE	TE57	TE57	TE71	TE-T9	HOU	8	24.0	R	6'6"	250	4.61	1	6	21.7			344.8	323	357	1239	170.0	1				
340	Jordan Watkins	WR	WR131	WR131	WR156	WR-T12	SF	8	24.5	2	5'11"	196	4.37	1	-22	21.3	2.6	2	318.0	315	321	1411	170.0	1				
341	Emari Demercado	RB	RB90	RB90	RB80	RB-T11	KC	5	27.6	4	5'9"	215		1	-51	21.2	45.3	12	289.63	162	380	356	170.3	2				
342	Noah Fant	TE	TE58	TE58	TE56	TE-T9	NO	8	28.8	8	6'4"	249	4.5	1	4	21.1	40.8	13	346.18	290	383	1023	170.0	1				
343	Colbie Young	WR	WR132	WR132	WR126	WR-T12	CIN	6	24.1	R	6'4"	218	4.49	1	-25	21.0			318.14	240	380	1064	170.0	1				
344	Tommy Tremble	TE	TE59	TE59	TE51	TE-T9	CAR	5	26.2	6	6'4"	247	4.6	1	4	20.7	36.9	15	347.87	295	401	1005	170.0	1				
345	Treylon Burks	WR	WR133	WR133	WR113	WR-T12	WAS	7	26.4	5	6'2"	225	4.55	1	-26	20.4	19.0	8	318.55	222	408	999	170.0	2				
346	Bam Knight	RB	RB91	RB91	RB91	RB-T11	ARI	14	25.4	4	5'11"	209		1	-54	20.1	70.9	12	291.97	233	337	431	170.1	1				
347	Luke McCaffrey	WR	WR134	WR134	WR139	WR-T12	WAS	7	25.4	3	6'2"	195	4.46	1	-28	19.8	38.3	9	319.16	257	402	1143	169.9	1				
348	Will Kacmarek	TE	TE60	TE60	TE55	TE-T9	MIA	6	23.6	R	6'6"	258	4.74	1	0	19.6			348.0	320	384	1021	170.0	3				
349	Kaleb Johnson	RB	RB92	RB92	RB81	RB-T11	PIT	9	23.0	2	6'0"	225	4.57	1	-56	19.5	7.8	10	292.75	214	381	376	169.9	3			Grading NFL offseason trades: Sizing up RB Kaleb Johnson to the Packers (rss:espn)	https://www.espn.com/nfl/story/_/id/48915601/2026-nfl-offseason-trade-grades-best-worst-moves-training-camp-preseason
350	Steelers	DST	DST7	DST7	DST3	DST-T2	PIT	9						1	-164	19.4			186.35	161	239	227	122.3	68				
351	Tyler Loop	K	K7	K7	K10	K-T2	BAL	13	25.1	2	5'11"	191		1	-142	19.4	0.0	17	208.72	181	257	255	165.6	57				
352	Cedric Tillman	WR	WR135	WR135	WR170	WR-T12	FA		26.4	4	6'3"	215	4.54	1	-33	19.4	39.0	12	319.47	273	391	2133	170.0	1				
353	Patriots	DST	DST8	DST8	DST9	DST-T2	NE	11						1	-166	19.3			186.74	160	356	236	153.8	84				
354	Evan McPherson	K	K8	K8	K15	K-T2	CIN	6	27.1	6	5'11"	185		1	-138	19.3	0.0	17	215.94	173	282	363	169.4	39				
355	Jaguars	DST	DST9	DST9	DST15	DST-T2	JAC	7						1	-166	19.2			189.41	151	280	359	167.9	70				
356	Cairo Santos	K	K9	K9	K11	K-T2	CHI	10	34.8	13	5'8"	173	4.76	1	-140	19.2	0.0	15	216.34	179	282	256	169.1	29				
357	Chargers	DST	DST10	DST10	DST12	DST-T2	LAC	7						1	-163	19.1			193.51	162	356	239	165.7	45				
358	Jake Bates	K	K10	K10	K9	K-T2	DET	6	27.5	3	5'10"	205		1	-137	19.1	0.0	17	221.13	185	282	252	157.1	68				
359	Van Jefferson	WR	WR136	WR136	WR166	WR-T12	WAS	7	30.1	7	6'1"	200		1	-38	19.1	41.0	14	320.5	264	371	1839	170.0	1				
360	Ravens	DST	DST11	DST11	DST6	DST-T2	BAL	13						1	-162	19.0			198.22	161	356	230	134.2	57				
361	Andy Borregales	K	K11	K11	K25	K-T2	NE	11	23.7	2	5'11"	202		1	-138	19.0	0.0	17	223.39	188	286	495	170.1	22				
362	Packers	DST	DST12	DST12	DST14	DST-T2	GB	11						1	-158	18.9			204.15	183	280	337	169.4	30				
363	Chase McLaughlin	K	K12	K12	K14	K-T2	TB	10	30.4	8	6'0"	190		1	-136	18.9	0.0	17	227.08	180	286	339	170.3	16				
364	Matt Hibner	TE	TE61	TE61		TE-T9	BAL	13						1	-15	18.9			348.8	298	370			1				
365	Chiefs	DST	DST13	DST13	DST11	DST-T2	KC	5						1	-155	18.8			209.54	178	280	238	166.3	21				
366	Harrison Mevis	K	K13	K13	K4	K-T2	LAR	11	24.4	2	5'11"	243		1	-139	18.8	0.0	9	227.34	193	333	243	136.1	71				
367	Tyson Bagent	QB	QB52	QB52	QB45	QB-T9	CHI	10	26.2	4	6'3"	213	4.79	1	-1	18.8	2.6	2	366.0	347	385	484	170.0	1				
368	Browns	DST	DST14	DST14	DST8	DST-T2	CLE	11						1	-149	18.7			219.26	183	318	235	158.3	20				
369	Brandon McManus	K	K14	K14	K32	K-T2	FA		35.1	12	6'3"	201		1	-139	18.7	0.0	14	229.8	198	314	1773	169.9	1				
370	Lions	DST	DST15	DST15	DST10	DST-T2	DET	6						1	-150	18.6			220.32	174	330	237	155.1	61				
371	Daniel Carlson	K	K15	K15	K20	K-T2	NO	8	31.6	9	6'5"	215		1	-134	18.6	0.0	17	236.8	209	282	489	170.2	1				
372	Demarcus Robinson	WR	WR137	WR137	WR138	WR-T12	SF	8	31.9	11	6'1"	203	4.59	1	-51	18.6	34.2	14	321.23	241	388	1139	170.0	1				
373	Commanders	DST	DST16	DST16	DST27	DST-T2	WAS	7						1	-152	18.5			220.83	190	358	513	169.8	6				
374	Spencer Shrader	K	K16	K16	K18	K-T2	IND	13	27.3	3	6'2"	201		1	-132	18.5	0.0	5	241.67	211	261	411	170.0	1				
375	Bills	DST	DST17	DST17	DST29	DST-T2	BUF	7						1	-148	18.4			227.39	189	349	516	169.1	31				
376	Chris Boswell	K	K17	K17	K13	K-T2	PIT	9	35.5	12	6'2"	185	4.93	1	-134	18.4	0.0	17	241.99	195	282	338	164.8	32				
377	Jaleel McLaughlin	RB	RB93	RB93		RB-T11	DEN	10	26.0	4	5'9"	183		1	-82	18.4	27.4	8	294.53	233	358			1				
378	Titans	DST	DST18	DST18	DST25	DST-T2	TEN	9						1	-143	18.3			234.77	161	355	510	169.9	9				
379	Harrison Butker	K	K18	K18	K7	K-T2	KC	5	31.1	10	6'4"	205		1	-136	18.3	0.0	17	242.72	192	333	249	144.3	44				
380	Ben Sauls	K	K19	K19		K-T2	NYG	8	25.1	1	5'9"	182		1	-137	18.2	0.0	3	243.4	192	282			1				
381	Cowboys	DST	DST19	DST19	DST19	DST-T2	DAL	14						1	-132	18.2			249.34	183	356	424	167.4	23				
382	Joey Slye	K	K20	K20	K27	K-T2	TEN	9	30.4	8	5'11"	228		1	-138	18.1	0.0	16	243.5	199	370	500	169.8	1				
383	Giants	DST	DST20	DST20	DST23	DST-T2	NYG	8						1	-130	18.1			253.0	172	357	505	169.7	18				
384	Ashton Dulin	WR	WR138	WR138	WR123	WR-T12	IND	13	29.3	8	6'2"	215	4.43	1	-63	18.1	15.0	12	321.36	298	370	1054	170.0	1				
385	Ryan Fitzgerald	K	K21	K21	K26	K-T2	CAR	5	26.1	2	5'11"	201		1	-138	18.0	0.0	17	247.5	203	368	498	169.8	1				
386	Raiders	DST	DST21	DST21	DST30	DST-T2	LV	13						1	-130	18.0			255.6	170	360	517	169.8	7				
387	Jake Moody	K	K22	K22	K33	K-T2	FA		26.8	4	6'1"	210		1	-138	17.9	0.0	9	249.0	216	282	2121	169.9	2				
388	49ers	DST	DST22	DST22	DST18	DST-T2	SF	8						1	-130	17.9			257.6	165	356	409	169.1	17				
389	Ben Sinnott	TE	TE62	TE62	TE65	TE-T9	WAS	7	24.2	3	6'4"	245	4.68	1	-37	17.9	17.4	9	352.15	330	383	1088	170.0	1				
390	Blake Grupe	K	K23	K23	K29	K-T2	IND	13	27.8	4	5'7"	156		1	-137	17.8	0.0	16	253.43	205	364	504	170.0	1				
391	Jets	DST	DST23	DST23	DST17	DST-T2	NYJ	13						1	-133	17.8			258.25	191	361	408	170.3	5				
392	Roman Hemby	RB	RB94	RB94		RB-T11	LV	13	24.0	R	6'0"	210		1	-96	17.8			295.5	273	318			0				
393	Will Reichard	K	K24	K24	K12	K-T2	MIN	6	25.6	3	6'1"	190		1	-139	17.7	0.0	17	253.6	183	332	259	167.8	44				
394	Saints	DST	DST24	DST24	DST16	DST-T2	NO	8						1	-134	17.7			260.49	172	337	361	170.6	17				
395	Nick Folk	K	K25	K25	K16	K-T2	ATL	11	41.8	19	6'1"	225	4.95	1	-141	17.6	0.0	16	253.64	187	366	364	170.3	3				
396	Bears	DST	DST25	DST25	DST24	DST-T2	CHI	10						1	-133	17.6			263.0	167	355	506	169.6	13				
397	Trey Smack	K	K26	K26	K17	K-T2	GB	11	23.1	R	6'1"	188		1	-139	17.5			258.2	205	353	410	168.1	8				
398	Bengals	DST	DST26	DST26	DST22	DST-T2	CIN	6						1	-133	17.5			265.42	185	356	427	169.7	3				
399	Dont'e Thornton Jr.	WR	WR139	WR139	WR155	WR-T12	LV	13	23.8	2	6'5"	205	4.3	1	-77	17.5	13.5	11	322.35	272	368	1408	170.0	1				
400	Cade Stover	TE	TE63	TE63	TE60	TE-T9	HOU	8	26.2	3	6'4"	251	4.65	1	-47	17.5	7.9	6	353.0	347	357	1045	170.0	1				
401	Wil Lutz	K	K27	K27	K21	K-T2	DEN	10	32.2	11	5'11"	184		1	-136	17.4	0.0	17	264.96	182	333	490	169.6	10				
402	Falcons	DST	DST27	DST27	DST28	DST-T2	ATL	11						1	-134	17.4			268.04	167	356	515	170.1	10				
403	Buccaneers	DST	DST28	DST28	DST13	DST-T2	TB	10						1	-132	17.3			271.14	187	356	336	170.6	15				
404	Chad Ryland	K	K28	K28	K28	K-T2	ARI	14	26.9	4	6'0"	195		1	-130	17.3	0.0	17	274.14	197	369	502	169.9	1				
405	Riley Leonard	QB	QB53	QB53	QB49	QB-T9	IND	13	24.0	2	6'4"	213		1	-34	17.3	33.0	5	371.2	351	381	1227	170.0	1				
406	Colts	DST	DST29	DST29	DST20	DST-T2	IND	13						1	-131	17.2			275.07	171	356	425	170.1	16				
407	Tyler Bass	K	K29	K29	K22	K-T2	BUF	7	29.5	7	5'10"	183		1	-128	17.2			278.56	193	359	491	169.6	8				
408	Panthers	DST	DST30	DST30	DST26	DST-T2	CAR	5						1	-130	17.1			278.32	185	356	511	169.8	3				
409	Zane Gonzalez	K	K30	K30	K31	K-T2	FA		31.3	9	6'0"	202		1	-129	17.1	0.0	9	280.46	203	339	1749	170.0	2				
410	Luke Musgrave	TE	TE64	TE64	TE72	TE-T9	GB	11	26.0	4	6'6"	253	4.61	1	-56	17.1	25.2	13	353.9	300	378	1371	170.0	3				
411	Dolphins	DST	DST31	DST31	DST32	DST-T2	MIA	6						1	-131	17.0			280.29	185	359	519	169.7	7				
412	Charlie Smyth	K	K31	K31		K-T2	NO	8	25.2	2	6'4"	210		1	-131	17.0	0.0	6	280.74	187	333			2				
413	Cardinals	DST	DST32	DST32	DST31	DST-T2	ARI	14						1	-126	16.9			287.0	212	362	518	169.8	5				
414	Jake Elliott	K	K32	K32	K19	K-T2	PHI	10	31.6	10	5'9"	167	4.79	1	-125	16.9	0.0	17	289.14	197	365	488	169.1	9				
415	Drew Stevens	K	K33	K33	K24	K-T2	WAS	7	22.7	R	6'1"	205		1	-125	16.8			290.33	250	363	494	170.0	0				
416	Tyler Badie	RB	RB95	RB95	RB93	RB-T11	DEN	10	27.6	3	5'8"	194	4.45	1	-120	16.8	16.4	16	296.0	234	358	433	170.1	1				
417	Elijah Higgins	TE	TE65	TE65	TE53	TE-T9	ARI	14	25.8	4	6'3"	245	4.54	1	-63	16.8	28.1	17	354.3	337	370	1012	169.9	1				
418	Jason Sanders	K	K34	K34	K30	K-T2	NYJ	13	30.8	9	5'11"	195		1	-116	16.7			302.0	200	373	1747	169.9	1				
419	Dominic Zvada	K	K35	K35	K23	K-T2	NYG	8	22.9	R	6'3"	187		1	-66	16.6			352.5	333	372	492	169.9	1				
420	Kalif Raymond	WR	WR140	WR140	WR111	WR-T12	CHI	10	32.1	10	5'9"	180		1	-97	16.4	36.8	15	322.8	245	377	985	170.0	1				
421	Trey Lance	QB	QB54	QB54	QB48	QB-T9	LAC	7	26.3	6	6'4"	226		1	-42	16.3	15.5	4	378.5	368	389	1225	170.0	1				
422	Devin Singletary	RB	RB96	RB96	RB109	RB-T11	NYG	8	29.0	8	5'7"	203	4.66	1	-125	16.2	88.8	17	297.23	234	366	1334	170.0	1				
423	John Metchie III	WR	WR141	WR141	WR153	WR-T12	CAR	5	26.1	4	6'0"	204		1	-100	16.1	38.9	13	323.27	272	375	1357	170.0	1				
424	Austin Hooper	TE	TE66	TE66	TE52	TE-T9	ATL	11	31.8	11	6'4"	254	4.72	1	-69	16.0	38.3	13	355.45	309	392	1007	170.0	1				
425	Kyle Juszczyk	RB	RB97	RB97	RB99	RB-T11	SF	8	35.4	14	6'2"	235		1	-126	15.8	33.0	16	298.55	201	359	1002	170.0	1				
426	Odell Beckham Jr.	WR	WR142	WR142	WR131	WR-T12	NYG	8	33.8	11	5'11"	200	4.38	1	-99	15.6			326.8	262	361	1102	169.4	4	ADD		Odell Beckham Jr. reclaims iconic No. 13 jersey; discusses chance to 'rewrite history' with Giants (rss:cbs)	https://www.cbssports.com/nfl/news/odell-beckham-jr-makes-giants-roster/
427	Josh Oliver	TE	TE67	TE67	TE57	TE-T9	MIN	6	29.4	8	6'5"	264	4.63	1	-66	15.5	40.0	12	361.4	350	372	1026	169.9	1				
428	Jarquez Hunter	RB	RB98	RB98		RB-T11	MIA	6	23.7	2	5'10"	211	4.44	1	-128	14.9			299.68	238	368			2				
429	Devontez Walker	WR	WR143	WR143	WR114	WR-T12	BAL	13	25.2	3	6'1"	198	4.36	1	-101	14.8	31.6	8	328.0	258	380	1003	170.0	1				
430	Daniel Bellinger	TE	TE68	TE68	TE64	TE-T9	TEN	9	25.9	5	6'6"	255	4.63	1	-69	14.8	40.6	13	361.42	312	392	1086	170.0	2				
431	Kevin Coleman Jr.	WR	WR144	WR144	WR97	WR-T12	MIA	6	23.0	R	5'10"	180	4.49	1	-102	14.4			329.48	241	374	390	170.1	1				
432	Durham Smythe	TE	TE69	TE69	TE67	TE-T9	BAL	13	31.1	9	6'4"	248	4.81	1	-68	14.4	2.5	7	363.5	342	385	1106	170.0	1				
433	Jerome Ford	RB	RB99	RB99	RB126	RB-T11	WAS	7	27.0	5	5'10"	210	4.46	1	-132	14.2	17.6	13	301.18	239	365	2024	170.0	2				
434	CJ Daniels	WR	WR145	WR145	WR158	WR-T12	LAR	11	24.7	R	6'2"	205		1	-102	14.2			331.64	277	384	1436	170.0	1				
435	Tutu Atwell	WR	WR146	WR146	WR125	WR-T12	LAR	11	26.9	6	5'9"	165	4.42	1	-103	14.2	25.2	8	332.0	247	380	1059	170.0	1				
436	Zavion Thomas	WR	WR147	WR147	WR118	WR-T12	CHI	10	22.5	R	5'10"	190	4.28	1	-101	13.9			335.0	294	387	1031	169.9	4	ADD			
437	Drew Sample	TE	TE70	TE70	TE49	TE-T9	CIN	6	30.4	8	6'5"	260	4.71	1	-73	13.9	16.9	12	364.33	355	375	472	170.0	1				
438	Tahj Brooks	RB	RB100	RB100	RB84	RB-T11	CIN	6	24.3	2	5'9"	220	4.52	1	-136	13.7	5.4	12	302.0	231	332	397	170.2	1				
439	DeAndre Hopkins	WR	WR148	WR148	WR164	WR-T12	BAL	13	34.2	13	6'1"	210	4.57	1	-103	13.4	45.0	17	336.0	287	384	1765	170.0	1				
440	Trevor Etienne	RB	RB101	RB101	RB115	RB-T11	CAR	5	22.1	2	5'9"	204	4.42	1	-137	13.2	10.7	17	302.76	243	337	1405	170.0	1				
441	Mitchell Evans	TE	TE71	TE71	TE73	TE-T9	CAR	5	23.3	2	6'5"	265	4.74	1	-76	13.2	29.2	14	365.47	305	395	1410	170.0	1				
442	Savion Williams	WR	WR149	WR149	WR116	WR-T12	GB	11	24.8	2	6'4"	222	4.48	1	-104	13.0	15.5	12	337.52	291	374	1015	170.0	1				
443	Zach Ertz	TE	TE72	TE72	TE76	TE-T9	FA		35.8	13	6'5"	250	4.76	1	-75	12.8	74.4	13	367.8	349	384	1768	170.0	1				
444	Isaac Guerendo	RB	RB102	RB102	RB113	RB-T11	SF	8	26.2	3	6'0"	221	4.33	1	-141	12.5	0.0	7	303.33	233	379	1391	170.1	1				
445	Dyami Brown	WR	WR150	WR150	WR112	WR-T12	WAS	7	26.8	6	6'0"	195	4.46	1	-106	12.5	29.7	11	338.71	287	378	992	170.0	1				
446	Tanner Koziol	TE	TE73	TE73	TE70	TE-T9	JAC	7	22.6	R	6'7"	250	4.7	1	-78	12.3			368.2	354	377	1230	170.0	1				
447	Max Bredeson	RB	RB103	RB103	RB104	RB-T11	MIN	6	23.9	R	6'2"	252		1	-142	12.1			305.5	301	310	1218	170.0	0				
448	Chris Blair	WR	WR151	WR151	WR154	WR-T12	ATL	11	28.9	2	6'2"	215		1	-109	12.0	0.0	1	339.0	332	346	1386	170.0	0				
449	Jackson Hawes	TE	TE74	TE74	TE63	TE-T9	BUF	7	25.7	2	6'4"	253	4.82	1	-76	12.0	36.7	13	372.8	357	390	1083	170.0	1				
450	Eli Heidenreich	RB	RB104	RB104	RB96	RB-T11	PIT	9	23.1	R	6'0"	198	4.44	1	-143	11.8			307.31	263	354	438	170.0	1				
451	Mitch Tinsley	WR	WR152	WR152		WR-T12	CIN	6						1	-111	11.7			340.0	277	387			1				
452	Nick Westbrook-Ikhine	WR	WR153	WR153	WR167	WR-T12	IND	13	29.4	7	6'2"	211		1	-111	11.5	8.9	13	341.27	218	412	1890	170.0	1				
453	Joe Mixon	RB	RB105	RB105	RB118	RB-T11	FA		30.1	9	6'1"	220		1	-146	11.4			307.38	251	354	1731	169.9	8				
454	Luke Schoonmaker	TE	TE75	TE75	TE62	TE-T9	DAL	14	27.9	4	6'5"	250	4.63	1	-78	11.4	13.2	14	375.5	372	379	1077	169.9	1				
455	Deion Burks	WR	WR154	WR154	WR159	WR-T12	IND	13	23.6	R	5'9"	180	4.3	1	-113	11.2			342.33	319	370	1448	170.0	2				
456	Audric Estime	RB	RB106	RB106	RB114	RB-T11	NO	8						1	-149	10.8			307.49	251	364	1392	170.0	2				
457	Jahdae Walker	WR	WR155	WR155	WR146	WR-T12	CHI	10	24.2	2	6'3"	206		1	-113	10.8	20.7	6	343.75	307	377	1244	170.0	1				
458	Nate Boerkircher	TE	TE76	TE76	TE68	TE-T9	JAC	7	25.0	R	6'5"	250		1	-81	10.8			377.0	362	395	1142	170.0	1				
459	Jeremy Ruckert	TE	TE77	TE77	TE66	TE-T9	NYJ	13	26.1	5	6'5"	250		1	-81	10.6	23.9	14	377.67	370	382	1093	170.0	1				
460	Michael Woods II	WR	WR156	WR156	WR169	WR-T12	DEN	10						1	-116	10.3			344.5	293	396	2023	170.0	1				
461	Will Shipley	RB	RB107	RB107	RB78	RB-T11	PHI	10	24.0	3	5'11"	210		1	-151	10.2	10.5	14	310.44	244	360	353	170.2	1				
462	Tanner Hudson	TE	TE78	TE78	TE77	TE-T9	CIN	6	31.8	7	6'5"	241		1	-81	10.2	28.8	10	380.67	375	386	1797	170.0	2				
463	Elijah Moore	WR	WR157	WR157	WR152	WR-T12	PHI	10	26.4	6	5'10"	178	4.35	1	-118	10.1	19.6	9	345.0	305	388	1346	170.0	1				
464	Jordan Whittington	WR	WR158	WR158	WR133	WR-T12	LAR	11	25.9	3	6'1"	202		1	-119	10.0	18.3	15	345.0	307	385	1116	170.0	1				
465	Adam Trautman	TE	TE79	TE79	TE58	TE-T9	DEN	10	29.6	7	6'5"	253	4.8	1	-82	9.8	25.5	13	383.0	361	413	1027	170.0	1				
466	Xavier Restrepo	WR	WR159	WR159		WR-T12	TEN	9	24.4	1	5'10"	202		1	-120	9.6	4.1	2	346.0	313	379			1				
467	Hunter Luepke	RB	RB108	RB108	RB100	RB-T11	DAL	14	26.5	4	6'1"	238		1	-154	9.3	24.0	14	312.6	292	337	1095	170.0	1				
468	Jacob Cowing	WR	WR160	WR160	WR143	WR-T12	SF	8	25.6	3	5'9"	170	4.38	1	-120	9.3			347.67	316	375	1206	170.0	1				
469	Kareem Hunt	RB	RB109	RB109	RB119	RB-T11	FA		31.1	9	5'11"	216	4.62	1	-155	9.0	127.4	17	314.33	262	378	1744	170.0	1				
