Rank,Player,Pos,Us_Pos,ECR_Pos,ESPN_Pos,Tier,Team,Bye,Age,Exp,Ht,Wt,40yd,OurValue$,vsECR,ADP,vsADP,Mkt30d,ProjPts,P10,P50,P90,2025Pts,2025Gms,ECR,ECR_Best,ECR_Worst,ESPN_Rank,ESPN_ADP,Rostered%,SleeperBuzz,Depth,Latest News,NewsURL,Eligible
378,Jordan Watkins,WR,WR117,WR138,WR155,WR-T11,SF,8,24.5,2,5'11",196,4.37,1,-51,,,,48.2,1.8,43.5,109.7,3.6,2,327.33,316,345,1408,170,1,,,,,WR
379,Chris Brazzell II,WR,WR118,WR117,WR156,WR-T11,CAR,5,22.9,,6'2",193,4.37,1,-80,,,,47.8,1.8,39,107.5,,,299.1,229,378,1430,170,2,,,,,WR
380,Noah Gray,TE,TE50,TE49,TE45,TE-T7,KC,5,27.3,6,6'3",240,4.55,1,-50,,,,47.7,7.8,34.6,90.8,28.3,14,330.02,274,387,467,169.9,1,,,,,TE
381,Kevin Coleman Jr.,WR,WR119,WR142,WR95,WR-T11,MIA,6,23,R,5'10",180,4.49,1,-50,,,,47.7,1.8,43.1,107.2,,,330.81,241,417,389,170.2,1,,,,,WR
382,DeMario Douglas,WR,WR120,WR100,WR88,WR-T11,NE,11,25.7,4,5'8",185,4.44,1,-110,,,,47.4,1.7,42.8,106.6,80.3,16,271.61,166,420,331,170.5,2,,,,,WR
383,Colbie Young,WR,WR121,WR149,WR125,WR-T11,CIN,6,24.1,R,6'4",218,4.49,1,-45,,,,47.3,1.7,42.7,106.3,,,337.79,287,385,1065,170,1,,,,,WR
384,Jahan Dotson,WR,WR122,WR109,WR84,WR-T11,ATL,11,26.4,5,5'11",184,4.43,1,-100,,,,47.2,1.7,42.6,107.4,41.2,15,284.48,170,369,327,170.6,2,,,,,WR
385,Xavier Restrepo,WR,WR123,WR144,,WR-T11,TEN,9,24.4,1,5'10",202,,1,-53,,,,47.1,1.7,38.5,105.9,5.6,2,332,313,349,,,1,,,,,WR
386,Tyrod Taylor,QB,QB55,QB58,QB48,QB-T8,GB,11,37.1,16,6'1",217,4.47,1,-9,,,,46.6,0.3,17.7,153.3,59.5,6,376.5,323,419,1223,170,1,,,,,QB
387,Isaiah Davis,RB,RB93,RB77,RB71,RB-T7,NYJ,13,24.5,3,6'1",220,4.57,1,-125,,,,46.3,0,30,148.6,60.7,16,262.01,201,317,342,170.4,1,,,,,RB
388,Jalen Tolbert,WR,WR124,WR114,WR86,WR-T11,MIA,6,27.5,5,6'1",195,4.49,1,-94,,,,46.3,1.7,37.8,104.1,37.3,12,294.16,180,387,329,170.5,1,,,,,WR
389,Jahdae Walker,WR,WR125,WR145,WR144,WR-T11,CHI,10,24.2,2,6'3",206,,1,-57,,,,46.1,1.7,37.6,104.9,23.7,6,332.25,301,365,1242,170,1,,,,,WR
390,Miles Sanders,RB,RB94,RB132,RB119,RB-T7,FA,,29.3,7,5'11",211,4.49,1,-44,,,,45.7,0,29.6,157.3,22.7,4,345.67,297,442,1718,170,1,,,,,RB
391,Antonio Williams,RB,RB95,RB93,RB68,RB-T7,FA,,28.9,,5'11",195,4.41,1,-98,,,,45.5,0,28.7,146,,,292.8,252,366,332,170.4,1,,,,,RB
392,Tez Johnson,WR,WR126,WR127,WR132,WR-T11,TB,10,24.3,2,5'10",165,4.51,1,-76,,,,45.5,2.7,41.1,103.6,78.4,15,316.19,221,391,1118,170,1,,,,,WR
393,Max Klare,TE,TE51,TE50,TE48,TE-T7,LAR,11,23.2,R,6'4",246,,1,-61,,,,45.4,7.4,32.9,86.4,,,332.08,274,394,470,170,2,,,,,TE
394,Samaje Perine,RB,RB96,RB76,RB63,RB-T7,CIN,6,31,10,5'10",240,4.65,1,-135,,,,45,0,29.1,144.4,69.4,15,259,157,408,319,170.6,5,,,,,RB
395,Chris Blair,WR,WR127,WR123,WR153,WR-T11,ATL,11,28.9,2,6'2",215,,1,-81,,,,44.8,1.6,36.6,100.7,0,1,314.33,261,350,1383,170,0,,,,,WR
396,Kaden Wetjen,WR,WR128,WR139,WR146,WR-T11,PIT,9,24.5,R,5'9",193,4.47,1,-68,,,,44.7,1.6,36.5,100.5,,,327.5,305,350,1297,170,1,,,,,WR
397,Treylon Burks,WR,WR129,WR131,WR112,WR-T11,WAS,7,26.4,5,6'2",225,4.55,1,-78,,,,44.7,2.6,40.4,101.8,24,8,318.97,222,407,999,170,2,,,,,WR
398,Tyreek Hill,WR,WR130,WR107,WR163,WR-T11,FA,,32.5,10,5'10",191,,1,-115,,,,43.9,1.6,35.8,98.7,43,4,283.42,154,378,1728,169.8,8,DROP,,,,WR
399,Andrei Iosivas,WR,WR131,WR108,WR94,WR-T11,CIN,6,26.9,4,6'3",210,4.43,1,-115,,,,43.8,1.6,39.5,98.5,73.4,15,283.65,168,389,371,170.2,2,,,,,WR
400,Riley Leonard,QB,QB56,QB51,QB50,QB-T8,IND,13,24,2,6'4",213,,1,-47,,,,43.6,0.3,16.6,143.4,31,5,353.25,320,375,1226,170,1,,,,,QB
401,Eli Raridon,TE,TE52,TE44,TE50,TE-T7,NE,11,22.6,R,6'6",245,,1,-85,,,,43.5,6,31.5,82.8,,,315.54,203,410,472,170,1,,,,,TE
402,Corey Kiner,RB,RB97,RB123,RB107,RB-T7,NE,11,24.6,2,5'9",210,4.57,1,-68,,,,43.2,0,27.2,138.7,8.3,4,334,288,389,1293,170,1,,,,,RB
403,Darius Slayton,WR,WR132,WR102,WR160,WR-T11,NYG,8,29.6,7,6'1",198,4.39,1,-130,,,,43,2.5,35.1,97.9,80.3,14,272.71,209,371,1676,170.4,2,DROP,,,,WR
404,Oscar Delp,TE,TE53,TE43,TE67,TE-T7,NO,8,23.1,R,6'5",245,,1,-90,,,,42.9,5.9,31.1,81.6,,,313.96,254,382,1146,170,1,,,,,TE
405,Emanuel Wilson,RB,RB98,RB68,RB80,RB-T7,SEA,11,27.3,4,5'10",226,,1,-168,,,,41.5,0,26.2,133.2,87,17,237.18,146,326,354,170.2,2,,,,,RB
406,Xavier Hutchinson,WR,WR133,WR111,WR85,WR-T11,HOU,8,26.3,4,6'3",210,4.53,1,-118,,,,41.3,1.5,33.7,94,80.5,16,287.55,205,384,328,170.5,2,,,,,WR
407,Luke Musgrave,TE,TE54,TE62,TE73,TE-T7,GB,11,26,4,6'6",253,4.61,1,-47,,,,41,5.7,29.7,78,37.2,13,359.94,328,390,1369,170,1,,,,,TE
408,Elijah Moore,WR,WR134,WR150,WR151,WR-T11,PHI,10,26.4,6,5'10",178,4.35,1,-70,,,,41,1.5,33.5,93.3,24.1,9,338.25,300,374,1345,170,1,,,,,WR
409,Isaac Guerendo,RB,RB99,RB97,RB115,RB-T7,SF,8,26.2,3,6'0",221,4.33,1,-106,,,,40.9,0,25.8,131.3,0,7,303,234,364,1388,170,1,,,,,RB
410,Tyler Goodson,RB,RB100,RB116,,RB-T7,ATL,11,25.8,4,5'9",197,4.42,1,-80,,,,40.7,0,26.3,140.1,4.2,10,330.14,258,370,,,1,,,,,RB
411,Cedric Tillman,WR,WR135,WR129,WR171,WR-T11,NO,8,26.4,4,6'3",215,4.54,1,-93,,,,40.4,1.5,36.5,92,49.5,12,317.74,270,379,2130,170,1,,,,,WR
412,Terrell Jennings,RB,RB101,RB130,,RB-T7,FA,,25.5,,6'0",217,,1,-68,,,,40,0,25.9,128.4,14.7,6,344.17,285,398,,,1,,,,,RB
413,John Bates,TE,TE55,TE52,TE61,TE-T7,WAS,7,28.8,6,6'6",256,4.84,1,-73,,,,39.9,6.5,32.1,85.8,21.8,10,340,300,429,1045,170,1,,,,,TE
414,AJ Dillon,RB,RB102,RB121,RB110,RB-T7,CAR,5,28.3,7,6'0",247,4.53,1,-82,,,,39.8,0,25.8,127.7,7.6,6,332.2,263,393,1342,170,1,,,,,RB
415,Joshua Palmer,WR,WR136,WR122,WR108,WR-T11,BUF,7,26.9,,,,,1,-102,,,,39.7,1.5,32.4,90.4,,,312.54,244,378,981,170,1,,,,,WR
416,Nate Boerkircher,TE,TE56,TE59,TE66,TE-T7,JAC,7,25,R,6'5",250,,1,-59,,,,39,5.4,28.3,74.2,,,356.5,336,369,1139,170,1,,,,,TE
417,Jerome Ford,RB,RB103,RB95,RB127,RB-T7,WAS,7,27,4,5'10",210,4.46,1,-121,,,,38.9,0,25.2,124.9,30.6,13,295.87,231,365,2019,170,2,,,,,RB
418,Luke McCaffrey,WR,WR137,WR137,WR137,WR-T11,WAS,7,25.4,3,6'2",195,4.46,1,-93,,,,38.9,2.3,35.1,88.6,45.8,9,325.41,269,401,1140,169.9,1,,,,,WR
419,Will Shipley,RB,RB104,RB101,RB79,RB-T7,PHI,10,24,3,5'11",210,,1,-112,,,,38.8,0,24.5,124.5,15,14,306.94,233,363,352,170.2,1,,,,,RB
420,Devontez Walker,WR,WR138,WR157,WR113,WR-T11,BAL,13,25.2,3,6'1",198,4.36,1,-74,,,,38.3,1.4,31.3,86.1,34.6,8,345.92,286,448,1002,170,1,,,,,WR
421,Will Kacmarek,TE,TE57,TE60,TE55,TE-T7,MIA,6,23.6,R,6'6",258,4.74,1,-64,,,,38,6.2,27.5,72.3,,,357.33,335,385,1020,170,1,,,,,TE
422,Scotty Miller,WR,WR139,WR136,WR161,WR-T11,CHI,10,29.1,,,,,1,-97,,,,37.7,1.4,30.8,84.8,,,325,271,379,1695,170,0,,,,,WR
423,Mack Hollins,WR,WR140,WR106,WR102,WR-T11,NE,11,33,10,6'4",221,4.53,1,-141,,,,37.3,2.2,33.7,84.9,90.4,14,282.35,198,390,420,170.1,1,,,,,WR
424,Khalil Herbert,RB,RB105,RB86,RB125,RB-T7,FA,,28.4,5,5'9",212,4.46,1,-145,,,,37,0,23.3,118.8,6.1,5,279.2,219,380,1927,170,1,,,,,RB
425,Erick All Jr.,TE,TE58,TE45,TE38,TE-T7,CIN,6,26,3,6'5",255,,1,-107,,,,36.9,6,26.7,70.2,,,317.64,209,408,444,170,1,,,,,TE
426,Antonio Gibson,RB,RB106,RB141,RB123,RB-T7,FA,,28.2,,6'3",206,4.39,1,-58,,,,36.7,0,23.7,117.8,16.2,5,368.33,313,431,1864,170,1,,,,,RB
427,Jalen Reagor,WR,WR141,WR146,WR168,WR-T11,FA,,27.7,6,5'11",197,4.47,1,-92,,,,36.6,2.1,33,83.3,,,334.5,260,387,1810,170,0,,,,,WR
428,Michael Woods II,WR,WR142,WR156,WR170,WR-T11,DEN,10,,,,,,1,-84,,,,36.6,1.3,29.9,82.3,,,344,293,395,2018,170,1,,,,,WR
429,Mitchell Evans,TE,TE59,TE67,TE74,TE-T7,CAR,5,23.5,,6'5",258,4.74,1,-64,,,,36.5,5.9,26.5,69.5,38.7,14,365.15,298,404,1407,170,1,,,,,TE
430,Tai Felton,WR,WR143,WR166,WR142,WR-T11,MIN,6,23.5,2,6'1",186,4.37,1,-72,,,,36.2,1.3,32.7,82.4,4,12,357.88,298,453,1233,170,1,,,,,WR
431,Justin Joly,TE,TE60,TE56,TE75,TE-T7,MIA,6,22.1,R,6'3",263,,1,-79,,,,36,5.9,26.1,68.5,,,352.09,313,377,1442,170,1,,,,,TE
432,Drew Sample,TE,TE61,TE63,TE49,TE-T7,CIN,6,30.4,8,6'5",260,4.71,1,-71,,,,35.9,5,26,68.3,24.4,12,361,355,367,471,170,1,,,,,TE
433,Kendrick Law,WR,WR144,WR171,WR158,WR-T11,DET,6,23.2,,5'11",203,4.45,1,-68,,,,35.9,2.1,32.4,81.7,,,365,352,378,1434,170,2,,,,,WR
434,Lew Nichols III,RB,RB107,RB112,RB128,RB-T7,PIT,9,25,1,5'10",220,,1,-112,,,,35.8,0,22.6,114.9,0,1,321.5,311,332,2138,170,2,,,,,RB
435,Luke Schoonmaker,TE,TE62,TE79,TE62,TE-T7,DAL,14,27.9,4,6'5",250,4.63,1,-54,,,,35.8,5.8,26,68.1,20.2,14,381,371,395,1077,169.9,1,,,,,TE
436,Matt Hibner,TE,TE63,TE55,,TE-T7,BAL,13,,,,,,1,-85,,,,35.1,5.7,25.4,75.5,,,350.89,306,392,,,1,,,,,TE
437,Brashard Smith,RB,RB108,RB87,RB66,RB-T7,KC,5,23.4,2,5'10",196,4.39,1,-151,,,,35,0,22.6,112.3,50.8,17,286.05,206,379,324,170.5,2,,,,,RB
438,Eli Heidenreich,RB,RB109,RB106,RB98,RB-T7,PIT,9,23.2,,6'0",198,4.44,1,-122,,,,34.9,0,22.6,112,,,315.83,242,367,437,170,2,,,,,RB
439,CJ Daniels,WR,WR145,WR159,WR157,WR-T11,LAR,11,24.7,R,6'2",202,,1,-92,,,,34.9,1.3,31.5,78.5,,,347.32,288,415,1431,170,1,,,,,WR
440,Ronnie Rivers,RB,RB110,RB118,RB113,RB-T7,LAR,11,27.6,5,5'9",198,4.6,1,-109,,,,33.9,0,21.4,108.8,4.6,6,331.14,257,364,1366,170,1,,,,,RB
441,Deion Burks,WR,WR146,WR173,WR159,WR-T11,IND,13,23.6,R,5'9",180,4.3,1,-73,,,,33.7,2,30.4,76.7,,,367.56,316,451,1443,170,2,,,,,WR
442,John Metchie III,WR,WR147,WR147,WR152,WR-T11,CAR,5,26.1,4,5'11",187,,1,-106,,,,33.3,1.2,27.2,74.9,55.4,13,335.59,287,413,1356,170,1,,,,,WR
443,Jonnu Smith,TE,TE64,TE61,TE54,TE-T7,GB,11,31,10,6'3",248,4.62,1,-85,,,,33.1,5.4,24,63,66.2,17,358.18,285,426,1016,170,1,,,,,TE
444,Tommy Myers,TE,TE65,TE57,,TE-T7,FA,,,,,,,1,-89,,,,32.9,5.4,23.8,62.6,,,355.2,304,423,,,0,,,,,TE
445,Kevin Austin Jr.,WR,WR148,WR165,,WR-T11,NO,8,26.4,3,6'2",200,4.43,1,-90,,,,32.9,1.9,29.7,74.9,26.5,5,355,319,391,,,1,,,,,WR
446,Marlin Klein,TE,TE66,TE70,TE70,TE-T7,HOU,8,24,R,6'6",250,4.61,1,-77,,,,32.7,5.3,23.7,62.2,,,369.18,321,402,1237,170,1,,,,,TE
447,J'Mari Taylor,RB,RB111,RB120,,RB-T7,JAC,7,24.6,,5'9",204,,1,-115,,,,32.5,0,21,104.3,,,332.13,301,365,,,2,,,,,RB
448,Daniel Bellinger,TE,TE67,TE68,TE64,TE-T7,TEN,9,25.9,5,6'6",255,4.63,1,-81,,,,32.4,5.3,23.5,69.7,50.1,13,367.05,338,405,1086,170,2,,,,,TE
449,Jimmy Horn Jr.,WR,WR149,WR174,WR133,WR-T11,CAR,5,24,2,5'8",174,4.46,1,-76,,,,32.2,1.9,26.3,73.3,23.2,10,372.67,369,380,1119,170,1,,,,,WR
450,Josh Cameron,WR,WR150,WR162,WR143,WR-T11,JAC,7,23.5,R,6'1",224,,1,-101,,,,32.2,1.2,26.3,72.4,,,349,328,385,1234,170,1,,,,,WR
451,Zavier Scott,RB,RB112,RB100,,RB-T7,CHI,10,27.1,2,6'1",221,,1,-146,,,,31.7,0,20.5,101.7,32.2,11,305.25,264,338,,,1,,,,,RB
452,Elijah Higgins,TE,TE68,TE69,TE53,TE-T7,ARI,14,25.8,4,6'3",245,4.54,1,-85,,,,31.5,5.1,22.8,67.7,43.1,17,367.33,336,425,1010,169.9,1,,,,,TE
453,Joe Milton III,QB,QB57,QB55,,QB-T8,DAL,14,26.5,3,6'5",236,,1,-93,,,,31.3,,,,10.3,4,360.44,330,386,,,1,,,,,QB
454,Jaydn Ott,RB,RB113,RB117,,RB-T7,KC,5,23.7,R,5'11",208,,1,-123,,,,31.3,0,20.3,100.5,,,331,291,365,,,1,,,,,RB
455,Kalel Mullings,RB,RB114,RB122,,RB-T7,TEN,9,23.9,2,6'2",226,,1,-121,,,,31.3,0,20.3,100.5,0.7,4,333.67,294,384,,,1,,,,,RB
456,Josh Oliver,TE,TE69,TE66,TE57,TE-T7,MIN,6,29.4,8,6'5",264,4.63,1,-93,,,,31.2,5.1,22.6,67.1,47.5,12,363.4,350,392,1024,170,1,,,,,TE
457,Jarquez Hunter,RB,RB115,RB105,,RB-T7,FA,,23.7,2,5'10",211,4.44,1,-142,,,,30.9,0,20,99.2,,,315.09,271,383,,,1,,,,,RB
458,Kendrick Bourne,WR,WR151,WR119,WR109,WR-T11,ARI,14,31.1,10,6'1",203,4.68,1,-156,,,,30.8,1.1,27.8,70.1,73.6,14,302,223,443,982,170,1,,,,,WR
459,Sam Roush,TE,TE70,TE77,TE71,TE-T7,CHI,10,23,R,6'5",267,4.7,1,-81,,,,30.5,5,22.1,65.6,,,378,374,382,1241,170,1,,,,,TE
460,Tutu Atwell,WR,WR152,WR158,WR124,WR-T11,LAR,11,26.9,6,5'9",165,4.42,1,-114,,,,30.5,1.1,24.9,68.6,28.2,8,345.96,261,421,1058,170,1,,,,,WR
461,Tahj Brooks,RB,RB116,RB99,RB85,RB-T7,CIN,6,24.3,2,5'9",220,4.52,1,-157,,,,30.4,0,19.2,97.6,5.9,12,304.38,259,394,396,170.1,1,,,,,RB
462,Adam Trautman,TE,TE71,TE71,TE58,TE-T7,DEN,10,29.6,7,6'5",253,4.8,1,-92,,,,30.1,4.9,21.8,57.3,35.5,13,369.6,352,412,1025,170,1,,,,,TE
463,Dameon Pierce,RB,RB117,RB139,RB126,RB-T7,PHI,10,26.5,5,5'10",215,4.59,1,-101,,,,29.8,0,19.3,95.7,3.6,5,361.9,326,394,1995,170,2,,,,,RB
464,Odell Beckham Jr.,WR,WR153,WR132,WR103,WR-T11,NYG,8,33.8,11,5'11",198,4.38,1,-143,,,,29.8,1.1,26.9,67.8,,,321.36,224,384,977,169.4,4,ADD,,,,WR
465,Ashton Dulin,WR,WR154,WR148,WR122,WR-T11,IND,13,29.3,8,6'2",215,4.43,1,-128,,,,29.7,1.7,26.8,67.6,17.5,12,337.47,295,391,1053,169.9,1,,,,,WR
466,Juice Wells Jr.,WR,WR155,WR169,,WR-T11,FA,,,,,,,1,-105,,,,29.4,1.1,24,66.9,,,360.5,266,455,,,1,,,,,WR
467,Michael Trigg,TE,TE72,TE81,,TE-T7,DAL,14,24.2,R,6'4",250,,1,-54,,,,29.2,4.8,21.2,62.8,,,413,390,436,,,1,,,,,TE
468,Devin Singletary,RB,RB118,RB91,RB109,RB-T7,NYG,8,29,8,5'7",203,4.66,1,-176,,,,29.1,0,18.8,93.4,99.8,17,291.66,160,362,1333,170,1,,,,,RB
469,Austin Hooper,TE,TE73,TE65,TE52,TE-T7,ATL,11,31.8,11,6'4",254,4.72,1,-106,,,,29.1,4.7,21.1,62.6,48.8,13,362.83,309,395,1006,170,1,,,,,TE
470,Julius Chestnut,RB,RB119,RB125,RB112,RB-T7,TEN,9,25.8,5,5'11",228,,1,-131,,,,28.9,0,18.7,92.8,4,16,339.33,288,393,1364,170,1,,,,,RB
471,Savion Williams,WR,WR156,WR160,WR115,WR-T11,GB,11,24.8,2,6'4",222,4.48,1,-123,,,,28.5,1.7,25.7,64.9,20.5,12,347.5,290,441,1014,170,1,,,,,WR
472,Cade Stover,TE,TE74,TE64,TE60,TE-T7,HOU,8,26.2,3,6'4",251,4.65,1,-110,,,,28.4,4.6,20.6,54.1,13.9,6,361.5,347,376,1043,170,1,,,,,TE
473,Olamide Zaccheaus,WR,WR157,WR124,WR121,WR-T11,ATL,11,29.1,8,5'8",194,,1,-158,,,,28.2,1,25.5,64.2,65.3,14,315.45,234,376,1050,170,1,,,,,WR
474,Phil Mafah,RB,RB120,RB135,,RB-T7,FA,,23.9,R,6'1",232,,1,-124,,,,28,0,18.1,89.9,9.9,1,350.3,297,396,,,1,,,,,RB
475,Seth McGowan,RB,RB121,RB81,RB77,RB-T7,IND,13,24.9,R,6'1",223,4.49,1,-209,,,,28,0,18.1,89.9,,,266.32,169,338,350,170.3,2,ADD,,,,RB
476,KaVontae Turpin,WR,WR158,WR135,WR96,WR-T11,DAL,14,30.1,5,5'7",158,,1,-153,,,,27.8,1.6,25.1,63.3,71.5,15,323.38,216,430,390,169.7,3,,,,,WR
477,Jacob Cowing,WR,WR159,WR161,WR140,WR-T11,SF,8,25.6,3,5'9",170,4.38,1,-128,,,,27.6,1.6,22.5,62.1,,,349,251,446,1204,170,1,,,,,WR
478,Hunter Luepke,RB,RB122,RB131,RB102,RB-T7,DAL,14,26.5,4,6'1",250,,1,-132,,,,27.5,0,17.8,88.3,30.5,14,345.63,259,393,1095,170,1,,,,,RB
479,Jackson Hawes,TE,TE75,TE73,TE63,TE-T7,BUF,7,25.7,2,6'4",253,4.82,1,-108,,,,26.9,4.4,19.5,51.2,44.7,13,371.33,353,395,1083,170,1,,,,,TE
480,Marquez Valdes-Scantling,WR,WR160,WR153,WR164,WR-T11,FA,,31.9,8,6'4",206,4.37,1,-140,,,,26.9,1,24.3,61.2,25,9,339.6,197,427,1752,170,1,,,,,WR
481,Rasheen Ali,RB,RB123,RB114,RB87,RB-T7,BAL,13,25.5,3,5'11",210,,1,-154,,,,26.8,0,17.3,86,19.7,15,326.53,257,366,398,170.1,1,,,,,RB
482,Gardner Minshew II,QB,QB58,QB52,QB53,QB-T8,ARI,14,30.3,8,6'1",225,4.97,1,-126,,,,26.4,,,,-0.3,4,356.25,328,381,1275,170,1,,,,,QB
483,Dyami Brown,WR,WR161,WR175,WR111,WR-T11,WAS,7,26.8,6,6'0",195,4.46,1,-109,,,,25.9,1.5,21.1,59,39.7,11,374.09,341,452,990,170,1,,,,,WR
484,Brandin Cooks,WR,WR162,WR133,WR167,WR-T11,FA,,32.9,12,5'10",190,4.33,1,-161,,,,25.5,1.5,23,57.3,39.9,13,322.5,282,363,1766,170,1,,,,,WR
485,Greg Dortch,WR,WR163,WR167,WR162,WR-T11,BUF,7,28.3,6,5'7",180,,1,-127,,,,25.2,1.5,22.8,56.7,60.6,12,357.88,326,391,1703,170,1,,,,,WR
486,Xavier Smith,WR,WR164,WR141,WR139,WR-T11,LAR,11,28.9,3,5'9",180,,1,-155,,,,25.1,1.5,22.7,56.5,39.3,16,330.67,229,385,1192,170,1,,,,,WR
487,Damien Martinez,RB,RB124,RB142,,RB-T7,FA,,22.6,R,6'0",237,4.51,1,-113,,,,25,0,15.8,80.2,,,374.17,358,404,,,1,,,,,RB
488,Tanner Koziol,TE,TE76,TE72,TE68,TE-T7,JAC,7,23.6,,6'7",250,4.7,1,-118,,,,24.6,4,17.8,46.8,,,370.17,351,382,1228,170,1,,,,,TE
489,Jaylin Lane,WR,WR165,WR164,WR127,WR-T11,WAS,7,24.3,2,5'10",196,,1,-134,,,,24.3,,,,31.2,15,354.67,298,409,1076,170,1,,,,,WR
490,Ty Johnson,RB,RB125,RB80,RB64,RB-T7,BUF,7,29,8,5'10",210,,1,-225,,,,24.1,0,15.6,77.4,88.3,17,265.44,160,381,320,170.8,2,,,,,RB
491,Kyle Williams,WR,WR166,WR104,WR105,WR-T11,NE,11,23.8,2,5'11",190,4.4,1,-216,,,,23.4,,,,44.2,14,275.04,202,341,979,170,2,,,,,WR
492,Lil'Jordan Humphrey,WR,WR167,WR177,WR149,WR-T11,DEN,10,28.4,7,6'4",225,4.75,1,-97,,,,23.3,,,,28.1,7,394.5,384,405,1339,170,1,,,,,WR
493,Austin Ekeler,RB,RB126,RB136,RB122,RB-T7,FA,,31.3,9,5'10",200,,1,-138,,,,23.2,0,14.6,74.5,10.6,2,354.9,309,394,1742,170,1,,,,,RB
494,Kalif Raymond,WR,WR168,WR125,WR110,WR-T11,CHI,10,32.1,10,5'9",160,,1,-178,,,,22.9,,,,48.8,15,315.83,225,380,983,170,1,,,,,WR
495,Tanner Hudson,TE,TE77,TE78,TE78,TE-T7,CIN,6,31.8,7,6'5",241,,1,-115,,,,22.7,3.7,16.5,43.2,38.3,10,379.5,375,384,1793,170,2,,,,,TE
496,Jordan Whittington,WR,WR169,WR170,WR131,WR-T11,LAR,11,25.9,3,6'1",202,,1,-135,,,,22.5,,,,27.3,15,361.13,319,439,1114,170,1,,,,,WR
497,Jawhar Jordan,RB,RB127,RB127,,RB-T7,HOU,8,27,1,5'10",186,4.56,1,-155,,,,22.4,,,,26.2,4,342.43,283,406,,,1,,,,,RB
498,Patrick Ricard,RB,RB128,RB115,RB106,RB-T7,NYG,8,32.3,10,6'3",300,,1,-168,,,,21.9,,,,1.6,5,330,290,370,1272,170,1,,,,,RB
499,Demarcus Robinson,WR,WR170,WR140,WR136,WR-T11,SF,8,31.9,11,6'1",203,4.59,1,-169,,,,21.8,,,,47.2,14,330.17,244,411,1136,170,1,,,,,WR
500,Taysom Hill,TE,TE78,TE80,TE76,TE-T7,FA,,36,9,6'2",221,,1,-87,,,,21.7,3.5,15.7,41.3,36.3,13,412.5,388,437,1675,170,1,,,,,TE
501,Lan Larison,RB,RB129,RB137,,RB-T7,NE,11,24.9,2,5'11",209,,1,-143,,,,21.5,,,,,,358,358,358,,,1,,,,,RB
502,Michael Carter,RB,RB130,RB113,RB124,RB-T7,TEN,9,27.3,,6'2",281,4.5,1,-176,,,,21.4,,,,82.5,17,325.71,282,410,1902,170,1,,,,,RB
503,Kene Nwangwu,RB,RB131,RB133,RB91,RB-T7,NYJ,13,28.6,6,6'1",210,,1,-153,,,,20.7,,,,4.9,10,349.75,287,383,404,170.1,0,,,,,RB
504,Brittain Brown,RB,RB132,RB140,RB111,RB-T7,CHI,10,28.9,3,6'1",205,,1,-140,,,,20.4,,,,9.7,2,364,358,370,1363,170,3,,,,,RB
505,Reggie Gilliam,RB,RB133,RB138,RB105,RB-T7,NE,11,29,7,6'1",255,,1,-145,,,,20,,,,3.8,11,360.2,301,394,1268,170,0,,,,,RB
506,Jelani Woods,TE,TE79,TE74,TE72,TE-T7,NYJ,13,27.9,5,6'7",253,4.61,1,-134,,,,19.4,,,,0.9,2,371.5,371,372,1357,170,4,,,,,TE
507,Nick Westbrook-Ikhine,WR,WR171,WR168,WR169,WR-T11,FA,,29.4,7,6'2",211,,1,-149,,,,19,,,,14.4,13,357.93,312,411,1885,170,1,,,,,WR
508,Max Bredeson,RB,RB134,RB109,RB104,RB-T7,MIN,6,23.9,R,6'2",252,,1,-189,,,,18.5,,,,,,319.33,279,365,1216,170,0,,,,,RB
509,Jam Miller,RB,RB135,RB134,RB99,RB-T7,FA,,22.3,R,5'10",209,4.42,1,-159,,,,17.3,,,,,,350.27,304,383,455,170,1,,,,,RB
510,Zach Ertz,TE,TE80,TE76,TE77,TE-T7,FA,,35.8,13,6'5",250,4.76,1,-137,,,,15.8,,,,101.4,13,372.6,344,422,1764,170,1,,,,,TE
511,Tyler Conklin,TE,TE81,TE75,TE69,TE-T7,DET,6,31.1,9,6'3",245,4.8,1,-138,,,,15.1,,,,13.8,6,372.5,367,378,1229,170,1,,,,,TE
512,Tyler Badie,RB,RB136,RB143,RB94,RB-T7,DEN,10,26.6,,5'8",197,4.45,1,-137,,,,14.3,,,,25.9,16,374.6,357,381,432,170.1,1,,,,,RB
513,Kyle Juszczyk,RB,RB137,RB90,RB101,RB-T7,SF,8,35.4,14,6'2",235,,1,-222,,,,13,,,,45,16,290.8,228,338,1001,170,1,,,,,RB
514,Dylan Laube,RB,RB138,RB126,RB93,RB-T7,LV,13,26.7,3,5'10",206,4.54,1,-174,,,,9.9,,,,4.2,17,339.78,284,394,431,170.1,1,,,,,RB
515,Tim Patrick,WR,WR172,WR163,WR148,WR-T11,NYJ,13,32.8,9,6'5",210,,1,-164,,,,8.5,,,,44.2,13,351,317,396,1335,170,2,,,,,WR
516,Isaiah Williams,WR,WR173,WR152,WR123,WR-T11,FA,,,,5'10",185,4.63,1,-178,,,,5.7,,,,35.7,15,338.33,299,397,1056,170,0,,,,,WR
